1430287911  |  1:rawat  |  Add Project  |  'Account Management','2015-04-01','2017-12-31','Web portal for the user to manage their Account.'  |

1430287952  |  1:rawat  |  Add Team  |  'Account Management','Account Management','neearora@adobe.com'  |

1430287983  |  1:rawat  |  Add Team  |  'CCM UI','CCMUI','neearora@adobe.com'  |

1430288006  |  1:rawat  |  Add Team  |  'ASSETS','Stormcloud','neearora@adobe.com'  |

1430385764  |  1:anmani  |  Delete Team  |  Deletion Team id : 14  |

1430385801  |  1:anmani  |  Add Team  |  'Account Management','Account Management','neearora'  |
